Record Type,Constituent Id,Address ID,Address Type,Primary Flag,Organization Name,Address line 1,Address line 2,Address line 3,Address line 4,City,State,Zip Code,County,District
1C,45228445,HO,P,X,,1774 Douglas Heights Suite 291,,,,East Victoria,CO,95637,Coles,15.0
1C,45228446,HO,P,X,,82540 Kelly Locks,,,,Tylerfurt,NV,32640,Crawford,15.0
1C,45228447,HO,P,X,,86194 Reyes Trail Suite 267,,,,FPO AE 60398,MD,2775,Moultrie,15.0
1C,45228448,HO,P,X,,170 Derek Wall Suite 787,,,,New Jacob,GA,21490,McLean,13.0
1C,45228449,HO,P,X,,7821 Gamble Crest Apt. 064,,,,Lake Dorothyberg,MS,40610,McLean,13.0
1C,45228450,HO,P,X,,534 Franklin Knoll Apt. 503,,,,Robertfort,NE,78248,McLean,18.0
1C,45228451,HO,P,X,,747 Aimee Road,,,,APO AE 46974,OK,89777,Coles,15.0
1C,45228452,HO,P,X,,573 Daniel Crescent,,,,North Joseph,ID,70701,,
1C,45228453,HO,P,X,,9816 Hoffman Fords,Region V Project Engineer,,,Reeseville,NV,41554,District Of Columbia,0.0
1C,45228454,HO,P,X,,5808 Nicholas Orchard Apt. 382,,,,Joshualand,VA,63005,Champaign,13.0
1C,45228455,HO,P,X,,6216 Bonnie Shoal,,,,Benjaminberg,FL,53938,Ford,16.0
1C,45228456,HO,P,X,,USCGC Gonzalez,,,,Paigemouth,VT,99092,Champaign,13.0
1C,45228457,HO,P,X,,6389 Matthew Pass Apt. 972,,,,Carlyport,AK,82518,Ford,15.0
1C,45228458,HO,P,X,,5091 Kathleen Locks Apt. 210,,,,West Catherine,MA,69187,McLean,18.0
1C,45228460,HO,P,X,,041 Denise Roads Suite 233,,,,Port Christopher,NY,86228,Iroquois,16.0
1C,45228461,HO,S,X,,"PSC 4020, Box 3124",,,,South Emilyfurt,NY,14635,Champaign,13.0
1C,45228461,BU,S,,,34911 Christopher Throughway Suite 563,,,,Port Kimberly,MA,33723,Champaign,13.0
1C,45228462,HO,P,X,,USCGC Hamilton,,,,New Alexisborough,DE,54181,Moultrie,15.0
1C,45228463,HO,P,X,,0273 Amber Haven Apt. 163,,,,Kennethside,NH,62553,Champaign,13.0
1C,45228464,HO,P,X,,700 Tiffany Harbors,,,,Whitemouth,KY,36740,Coles,15.0
1C,45228465,HO,P,X,,607 Shannon Drives Suite 253,,,,Turnerhaven,SC,42149,Coles,15.0
1C,45228466,HO,P,X,,7624 Baxter Road Apt. 220,,,,APO AE 45445,LA,33102,Crawford,15.0
1C,45228467,HO,P,X,,86855 Morris Mission,,,,South John,AZ,91358,Clark,15.0
1C,45228468,HO,P,X,,97841 Gary Plaza Suite 538,,,,South Louis,MN,81626,Coles,15.0
1C,45228469,HO,P,X,,58314 Kevin Lodge,,,,Mccarthyland,UT,22704,Ford,15.0
1C,45228470,HO,P,X,,91318 Garrison Estate Suite 579,,,,Port Michael,MS,83229,Champaign,13.0
1C,45228471,HO,P,X,,0179 Edwards Viaduct Suite 808,,,,New Grace,VT,6313,Vermilion,15.0
1C,45228472,HO,P,X,,6700 Harris Village Apt. 773,,,,New William,LA,88115,Champaign,13.0
1C,45228473,HO,P,X,,6724 Harris Falls Suite 096,,,,Lake Haydenberg,GA,33137,Champaign,13.0
1C,45228474,HO,P,X,,99343 Kristin Land Apt. 645,,,,Lake Yvette,NM,54455,Champaign,13.0
1C,45228475,HO,P,X,,4109 Peter Union Suite 526,,,,Atkinsview,NJ,44547,Champaign,13.0
1C,45228476,HO,P,X,,585 Santos Rue Apt. 652,,,,North Christopherstad,MA,7789,McLean,18.0
1C,45228477,HO,P,X,,USCGC Bean,,,,APO AE 40803,WA,42009,Coles,15.0
1C,45228478,HO,P,X,,75088 Keith Alley Suite 190,,,,East Megan,TX,8658,Iroquois,16.0
1C,45228479,HO,P,X,,85033 Emily Ridge,,,,North Keith,IA,49938,Champaign,13.0
1C,45228482,HO,P,X,,0653 Sanchez Isle Apt. 447,,,,FPO AP 43521,VT,12446,Coles,15.0
1C,45228483,HO,P,X,,62444 Blake Village Suite 517,,,,Port Patricia,CT,51528,Douglas,15.0
1C,45228484,HO,P,X,,89693 Ellis Route Suite 778,,,,West Sara,IN,82028,Champaign,13.0
1C,45228485,HO,P,X,,46017 Mills Villages,,,,Natalieshire,VT,95924,Champaign,13.0
1C,45228486,HO,P,X,,44628 Mcdowell Lake,,,,Port Teresa,IL,8404,Champaign,13.0
1C,45228487,HO,P,X,,472 Williams Hill Apt. 335,,,,West Brandy,TX,6148,McLean,18.0
1C,45228488,HO,P,X,,41847 Casey Groves,,,,Marcoberg,NY,20676,Vermilion,15.0
1C,45228489,HO,P,X,,45870 Esparza Tunnel,,,,South Andrewview,RI,6482,Champaign,13.0
1C,45228490,HO,P,X,,6874 Sarah Points,,,,Laurieport,IN,38984,Vermilion,15.0
1C,45228491,HO,P,X,,8261 Williams Curve Suite 410,,,,Taylorton,CT,17087,Champaign,13.0
1C,45228492,HO,P,X,,0431 Madison Cliff,,,,Stephanieburgh,NH,15316,McLean,18.0
1C,45228493,HO,P,X,,097 Sophia Squares,,,,Brighttown,VT,65115,Champaign,15.0
1C,45228495,HO,P,X,,"PSC 9572, Box 9967",,,,Elizabethborough,AR,59748,Iroquois,16.0
1C,45228496,HO,P,X,,"PSC 1717, Box 5231",,,,Romerofort,AL,71400,Champaign,13.0
1C,45228498,HO,P,X,,Unit 9600 Box 8363,,,,Michaelstad,OK,12162,Champaign,13.0
1C,45228499,HO,P,X,,8761 Patterson Cliffs,,,,Rebeccaton,KY,92712,Champaign,13.0
1C,45228500,HO,P,X,,3265 Reed Estate Suite 660,,,,South Kathryn,AR,90980,Wabash,15.0
1C,45228501,HO,P,X,,7366 James Glen,,,,Jacksonburgh,AK,50358,Vermilion,15.0
1C,45228502,HO,P,X,,86915 Francis Ferry Apt. 916,,,,Port James,SC,86702,Ford,15.0
1C,45228503,HO,P,X,,Unit 1893 Box 6367,,,,Martinezport,RI,62844,Coles,15.0
1C,45228504,HO,P,X,,25844 Cobb Springs Suite 980,,,,Calderonburgh,UT,24296,Champaign,13.0
1C,45228505,HO,P,X,,3030 Kristin Burg Suite 009,,,,Lake Diane,TX,36739,,
1C,45228507,HO,P,X,,2483 Jones Curve,,,,FPO AA 33363,AR,19707,Vermilion,15.0
1C,45228509,HO,P,X,,58116 Nash Forge,,,,Michaelchester,FL,91145,Wabash,15.0
1C,45228510,HO,P,X,,7342 Joseph Isle Suite 931,,,,FPO AA 83058,CO,40904,Livingston,16.0
1C,45228512,HO,P,X,,08653 Mackenzie Trail,,,,Angelabury,OH,63936,Edgar,15.0
1C,45228513,HO,P,X,,1162 Martha Locks Suite 289,,,,Susanside,TX,94094,Vermilion,15.0
1C,45228514,HO,P,X,,36161 Smith Trafficway Suite 097,PO Box 356,,,Catherinehaven,AL,84083,Champaign,15.0
1C,45228515,HO,P,X,,36207 Daniel Manor Apt. 473,,,,Ryanland,MA,43643,Vermilion,15.0
1C,45228516,HO,P,X,,8624 Green Summit,,,,East Paul,AK,73648,Champaign,15.0
1C,45228517,HO,P,X,,60428 Alexander Mills,,,,West Lisafort,MN,80574,,
1C,45228518,HO,P,X,,160 Holmes Road,,,,Maryfurt,RI,19281,Clark,15.0
1C,45228519,HO,P,X,,5475 Chandler Islands,,,,Kellyshire,NE,62304,Livingston,16.0
1C,45228520,HO,P,X,,USCGC Mcclure,,,,Gonzalezberg,NC,48662,McLean,18.0
1C,45228521,HO,P,X,,56018 Ryan Road,,,,DPO AA 19484,UT,49161,Coles,15.0
1C,45228523,HO,P,X,,01960 Fernandez Square,,,,West Jamesstad,IA,36860,Champaign,15.0
1C,45228524,HO,P,X,,20757 Williams Alley,,,,Sarahview,SC,63640,Coles,15.0
1C,45228525,HO,P,X,,"PSC 3863, Box 9493",,,,Johnstonland,WV,17283,Edgar,15.0
1C,45228526,HO,P,X,,1418 Michele Throughway,,,,Judyport,NH,12625,Champaign,13.0
1C,45228527,HO,P,X,,4994 Mark Point,,,,Jeremyberg,MA,44942,Macon,13.0
1C,45228528,HO,P,X,,576 Ethan Burg,,,,Hortonberg,DE,32910,,15.0
1C,45228529,HO,P,X,,66497 Wang Haven,,,,East Bridget,TN,58215,Champaign,15.0
1C,45228530,HO,P,X,,189 Myers Parkway Apt. 081,,,,East Paige,SC,72485,,
1C,45228531,HO,P,X,,38536 Cameron Spur Apt. 360,,,,FPO AE 04997,DC,77996,Vermilion,15.0
1C,45228532,HO,P,X,,8422 Reyes Cliffs,,,,APO AE 48396,PA,58787,Champaign,15.0
1C,45228533,HO,P,X,,7724 Caroline Stravenue,,,,South Jonathan,LA,78535,Carroll,3.0
1C,45228534,HO,P,X,,729 Benjamin Loaf,,,,APO AP 91443,NC,73998,Champaign,13.0
1C,45228536,HO,P,X,,21493 Walker Springs Suite 240,,,,East Jessicafort,NM,60906,,
1C,45228538,HO,P,X,,Unit 0623 Box 8949,,,,New Renee,CO,9750,Champaign,13.0
1C,45228539,HO,P,X,,103 Debbie Plains,,,,New Tammy,TX,34482,Champaign,13.0
1C,45228540,HO,P,X,,USCGC Monroe,,,,Rossfort,MT,3231,Champaign,13.0
1C,45228541,HO,P,X,,USNS Henderson,,,,Port Amandashire,LA,85069,,
1C,45228542,HO,P,X,,910 Michelle Prairie,,,,Andrewsview,NH,62344,Iroquois,16.0
1C,45228543,HO,P,X,,65598 Joseph Road Suite 534,,,,South Thomasfort,NV,96284,Iroquois,16.0
1C,45228544,HO,P,X,,"PSC 7230, Box 6437",,,,Port Susanfort,WV,97296,Champaign,13.0
1C,45228545,HO,P,X,,Unit 2642 Box 1504,,,,Burnschester,LA,41192,McLean,18.0
1C,45228546,HO,P,X,,2124 Deborah Gardens,,,,North Rebekah,WI,69153,Champaign,13.0
1C,45228547,HO,P,X,,277 Nicole Mountain Suite 507,,,,DPO AP 24048,IA,63096,Champaign,13.0
1C,45228548,HO,P,X,,184 Hurley Wells Suite 362,,,,Lake Lisa,NH,41560,Lawrence,15.0
1C,45228549,HO,P,X,,443 Walter Row,,,,East Megan,VT,55155,Livingston,16.0
1C,45228550,HO,P,X,,41378 Peck Drive,,,,Reeseberg,NV,6968,,16.0
1C,45228551,HO,P,X,,1211 Morgan Highway,,,,Brianburgh,ID,78126,Vermilion,15.0
1C,45228552,HO,P,X,,84051 Lloyd Ridge,,,,Port Jefftown,DE,78443,,18.0
1C,45228553,HO,P,X,,96541 Rojas River Suite 042,,,,West Tinaside,KY,90792,Vermilion,15.0
1C,45228554,HO,P,X,,687 Bradley Ports Suite 129,,,,Ryanshire,HI,89131,Vermilion,15.0
1C,45228555,HO,P,X,,Unit 4690 Box 5828,,,,North Sheila,RI,45065,Livingston,16.0
1C,45228556,HO,P,X,,1583 Ruben Shoals Apt. 592,,,,Johnsonberg,ND,81427,Coles,15.0
1C,45228557,HO,P,X,,298 Henderson Burg Suite 887,,,,Coxside,HI,55343,Livingston,16.0
1C,45228558,HO,P,X,,905 Green Corners Apt. 964,,,,East Pamelashire,UT,54591,Champaign,15.0
1C,45228559,HO,P,X,,15311 Hunter Hill,,,,FPO AE 85882,AZ,88787,McLean,18.0
1C,45228560,HO,P,X,,95384 Reilly Stream Suite 042,,,,Prestonfort,TX,23627,McLean,18.0
1C,45228561,HO,P,X,,980 Jessica Walks,,,,APO AE 12483,GA,74430,Iroquois,16.0
1C,45228562,HO,P,X,,9991 Jacob Junctions,,,,Maryland,OR,83165,Iroquois,16.0
1C,45228563,HO,P,X,,064 Amanda Row Suite 406,,,,APO AP 44245,WI,91313,Livingston,16.0
1C,45228564,HO,P,X,,302 Anthony Radial Apt. 653,,,,Cunninghamport,WV,13631,Ford,15.0
1C,45228565,HO,P,X,,34777 Daniel Island,,,,New Michaelside,AK,77235,McLean,18.0
1C,45228566,HO,P,X,,25182 Diana Mill Apt. 928,,,,South Willieburgh,WI,658,Coles,15.0
1C,45228567,HO,P,X,,5913 Sullivan Land Suite 906,,,,Port Taylorchester,IA,84819,Piatt,13.0
1C,45228568,HO,P,X,,98149 Robert Stravenue Suite 719,,,,APO AP 75483,KS,38622,Vermilion,15.0
1C,45228569,HO,P,X,,927 Susan Viaduct,,,,Collinshaven,CT,86727,Champaign,15.0
1C,45228570,HO,P,X,,30161 Knight Alley,,,,Atkinsontown,IN,6116,Vermilion,15.0
1C,45228571,HO,P,X,,972 Helen Club,,,,North Justin,NV,44134,Douglas,6.0
1C,45228574,HO,P,X,,3949 Jason Gateway,,,,Washingtonburgh,CO,72398,Champaign,15.0
1C,45228575,HO,P,X,,549 King Ways,,,,West Jason,WI,78286,Vermilion,15.0
1C,45228576,HO,P,X,,2623 Randy Place Apt. 729,,,,East Todd,NY,29973,Livingston,16.0
1C,45228577,HO,P,X,,827 Sandoval Turnpike Suite 440,,,,Campbellton,UT,96720,Champaign,13.0
1C,45228578,HO,P,X,,0517 Tiffany Pike Apt. 261,,,,DPO AP 51332,SD,36634,Champaign,13.0
1C,45228579,HO,P,X,,954 William Fork Suite 151,,,,DPO AP 38280,MT,14515,McLean,18.0
1C,45228580,HO,P,X,,27417 Meyer Hills Apt. 540,,,,Cherylport,MI,83155,McLean,18.0
1C,45228581,HO,P,X,,876 Clark Crossroad Suite 069,,,,Lake Brittany,AR,44907,McLean,18.0
1C,45228582,HO,P,X,,11658 Kevin Cliff,,,,Briantown,ID,74732,McLean,18.0
1C,45228583,HO,P,X,,Unit 9417 Box 7240,,,,APO AE 91134,RI,98964,Coles,15.0
1C,45228584,HO,P,X,,"PSC 8500, Box 5220",,,,East Ericland,MT,10098,Coles,15.0
1C,45228586,HO,P,X,,861 Victor Ramp Suite 858,,,,Flemingville,SC,13898,Coles,15.0
1C,45228587,HO,P,X,,6051 Stacey Route,,,,West Adrienne,FL,57756,Clark,15.0
1C,45228588,HO,P,X,,00740 Thomas Drive Suite 944,,,,Lake Joshuaborough,WA,49252,Champaign,13.0
1C,45228589,HO,P,X,,23232 Joshua Tunnel Suite 714,,,,Lake Cynthia,MD,46005,McLean,18.0
1C,45228590,HO,P,X,,89171 Grant Knoll Apt. 828,,,,East Stephenfort,AZ,94946,Champaign,15.0
1C,45228591,HO,P,X,,3581 Forbes Avenue Apt. 069,,,,Lake Ravenstad,VA,82722,Champaign,13.0
1C,45228593,HO,P,X,,9665 Shannon Cove,,,,South Erikchester,WI,57069,Champaign,13.0
1C,45228594,HO,P,X,,305 Kevin Forks,,,,North Tammy,PA,85952,McLean,18.0
1C,45228595,HO,P,X,,65667 Christian Station,,,,East Heather,UT,98135,White,15.0
1C,45228596,HO,P,X,,099 David Hollow,,,,North Beth,NC,79972,Ford,16.0
1C,45228597,HO,P,X,,USNV Durham,,,,Lake Aaronshire,VT,23471,Vermilion,15.0
1C,45228598,HO,P,X,,03692 Thornton Forest Suite 186,,,,New Ellenstad,OH,51866,Champaign,13.0
1C,45228599,HO,P,X,,9923 Ayers Court Suite 911,,,,Port Brianna,WA,88603,Ingham,8.0
1C,45228600,HO,P,X,,252 Kyle Drive Suite 122,,,,North Christopher,GA,32334,Vermilion,15.0
1C,45228601,HO,P,X,,"PSC 4383, Box 4224",,,,New Daltonmouth,MD,89173,Coles,15.0
1C,45228602,HO,P,X,,40267 Oliver Locks Apt. 525,,,,Port Robertland,CT,49123,McLean,18.0
1C,45228604,HO,P,X,,89599 Alejandra Spur Suite 875,,,,APO AP 63544,PA,88532,Cumberland,15.0
1C,45228606,HO,P,X,,627 Mark Light Apt. 525,,,,Morsehaven,MN,37361,Iroquois,16.0
1C,45228607,HO,P,X,,0478 Lopez Flats,208 W Elizabeth,,,Aliciachester,NY,85361,Iroquois,16.0
1C,45228608,HO,P,X,,58997 Mendez Mall,,,,Lake Jeffrey,NH,36074,Douglas,15.0
1C,45228609,HO,P,X,,145 Hamilton Neck,,,,Foxmouth,UT,68379,Wabash,15.0
1C,45228610,HO,P,X,,35617 Smith Squares,,,,Robinsonburgh,DE,79413,,13.0
1C,45228612,HO,P,X,,5193 James Course Apt. 555,,,,New Angela,CO,43226,Champaign,13.0
1C,45228613,HO,P,X,,USS Navarro,,,,Brandymouth,VT,52840,Champaign,13.0
1C,45228614,HO,P,X,,90014 Joan Route,,,,Garciahaven,OR,81554,,15.0
1C,45228615,HO,P,X,,43963 Griffin Viaduct Apt. 367,,,,Schmidtton,OK,1123,Iroquois,16.0
1C,45228616,HO,P,X,,6274 Dalton Drive Suite 517,,,,Rachelmouth,MN,39628,Edgar,15.0
1C,45228617,HO,P,X,,681 Young Mountains,,,,Loganside,NM,93849,McLean,18.0
1C,45228618,HO,P,X,,7388 Andrew Trail Suite 210,,,,Jacobview,OH,95470,McLean,18.0
1C,45228619,HO,P,X,,07081 Daniel Trafficway Apt. 719,,,,South Brittanymouth,NJ,56127,Crawford,15.0
1C,45228620,HO,P,X,,2021 Carter Union,,,,Thomasfort,CT,85659,Vermilion,15.0
1C,45228621,HO,P,X,,0164 Jones Keys,,,,Jessicaburgh,MT,75702,Champaign,13.0
1C,45228622,HO,P,X,,202 Marcus Flat Apt. 851,,,,Lake Thomasstad,OR,81965,Champaign,13.0
1C,45228623,HO,P,X,,1253 Ashley Route,,,,Millerborough,CA,65269,McLean,18.0
1C,45228625,HO,P,X,,USCGC Alvarado,,,,West Richardtown,OH,28111,Sangamon,13.0
1C,45228626,HO,P,X,,75937 Patricia Land Suite 990,,,,Joyceberg,IL,63394,Champaign,13.0
1C,45228628,HO,P,X,,395 Morrow Springs,,,,Markfort,HI,98242,Piatt,13.0
1C,45228629,HO,P,X,,088 Jessica Light,,,,Gomezchester,UT,76022,Champaign,13.0
1C,45228630,HO,P,X,,156 Perkins Row,,,,Lake Anna,NE,95517,Champaign,13.0
1C,45228631,HO,P,X,,359 Antonio Glens,,,,New Cynthia,VT,97648,McLean,18.0
1C,45228633,HO,P,X,,7055 Brian Camp Suite 327,,,,Williamsfort,AL,33648,Champaign,13.0
1C,45228634,HO,P,X,,23401 Derrick Inlet,,,,North George,FL,65205,Champaign,15.0
1C,45228635,HO,P,X,,011 Kimberly Throughway,,,,New Perryfort,IA,24961,McLean,18.0
1C,45228636,HO,P,X,,776 Daniel Spurs Apt. 882,,,,West Jay,IA,98803,McLean,18.0
1C,45228637,HO,P,X,,35127 Oconnor Trail Apt. 522,,,,Sarahstad,MT,14682,Edwards,15.0
1C,45228639,HO,P,X,,896 Shawn Path Suite 103,,,,Gardnermouth,ND,47007,Macon,13.0
1C,45228640,HO,P,X,,90425 Jonathan Landing,,,,Guzmanmouth,NJ,19651,McLean,13.0
1C,45228641,HO,P,X,,960 Claire Crossroad Apt. 532,,,,North Bruce,WA,56431,Champaign,13.0
1C,45228642,HO,P,X,,3027 David Valley Suite 103,,,,Wilsonside,NC,4250,Iroquois,16.0
1C,45228643,HO,P,X,,"PSC 4525, Box 9708",,,,FPO AA 46188,ID,98878,Champaign,13.0
1C,45228644,HO,P,X,,36850 Bauer Rest,,,,North Austin,NH,51336,McLean,18.0
1C,45228645,HO,P,X,,2037 Marc Expressway Apt. 070,,,,New Kevin,CT,37527,Champaign,13.0
1C,45228646,HO,P,X,,466 Allen Via,,,,Cannonburgh,UT,60675,Champaign,13.0
1C,45228647,HO,P,X,,87777 Gregory Plains Apt. 712,,,,South Ashley,UT,81055,Champaign,13.0
1C,45228648,HO,P,X,,240 Stewart Ramp Apt. 139,,,,Burtonside,MN,65830,Champaign,13.0
1C,45228649,HO,P,X,,13158 Sullivan Ford,,,,Priceberg,DC,10284,Champaign,15.0
1C,45228650,HO,P,X,,8431 King Drive Suite 152,,,,North Thomasland,VT,81333,McLean,18.0
1C,45228651,HO,P,X,,174 Candice Gateway,,,,DPO AA 59282,IA,97826,McLean,18.0
1C,45228652,HO,P,X,,8497 Jennifer Locks Suite 804,,,,Knappfurt,NH,3129,Champaign,13.0
1C,45228653,HO,P,X,,69883 Brittany Brook,,,,Wellsbury,PA,76504,McLean,18.0
1C,45228654,HO,P,X,,36538 Avery Hills,,,,Lake Juan,HI,88935,Vermilion,15.0
1C,45228655,HO,P,X,,453 Fisher Parkways,,,,Port Henry,HI,41509,Arapahoe,6.0
1C,45228656,HO,P,X,,7564 Perez Station,,,,Moraleston,OH,47359,Champaign,13.0
1C,45228657,HO,P,X,,6467 White Parkway,,,,Joymouth,NE,38342,Jefferson,21.0
1C,45228658,HO,P,X,,9661 White Meadows,206 N 2nd St,,,Lauraborough,TN,82953,Iroquois,16.0
1C,45228659,HO,P,X,,619 Webb Ville Suite 344,,,,Johnhaven,MT,88208,Lake,1.0
1C,45228660,HO,P,X,,2915 Sara Path Suite 727,,,,APO AA 54804,IN,72151,Douglas,15.0
1C,45228661,HO,P,X,,Unit 9446 Box 6475,,,,DPO AA 28800,OH,1220,Coles,15.0
1C,45228663,HO,P,X,,07593 Anna Lock Apt. 654,,,,North Richard,OK,56519,Vermilion,15.0
1C,45228664,HO,P,X,,4698 Barry Passage,,,,West Todd,WI,73629,Champaign,13.0
1C,45228665,HO,P,X,,9072 Edward Run Apt. 640,,,,West Kevin,WI,15591,Champaign,13.0
1C,45228666,HO,P,X,,2647 Pacheco Views Apt. 239,,,,Pooleside,WA,30706,McLean,18.0
1C,45228668,HO,P,X,,873 Rebekah Forest Apt. 810,,,,Nicoleburgh,MO,47941,Champaign,13.0
1C,45228669,HO,P,X,,93450 Miller Haven Apt. 552,,,,Heathertown,MT,86943,McLean,18.0
1C,45228670,HO,P,X,,84263 Jessica Freeway,,,,Munozhaven,DE,69161,Champaign,15.0
1C,45228671,HO,P,X,,76901 Erica Way,,,,FPO AP 51592,AZ,58107,Dewitt,13.0
1C,45228673,HO,P,X,,60397 Williams Manors,,,,Lake Susanberg,IA,81976,Crawford,15.0
1C,45228674,HO,P,X,,5396 John Plain,,,,North Jimmy,FL,47182,Iroquois,16.0
1C,45228675,HO,P,X,,9842 James Shores Apt. 363,,,,New Amandaton,NC,87159,Iroquois,16.0
1C,45228676,HO,P,X,,3073 Rachel Branch,City Hall,,,Port Nicolefurt,TX,25241,Douglas,15.0
1C,45228678,HO,P,X,,913 Oneal Pass Suite 450,,,,Bradleyhaven,AZ,45767,McLean,18.0
1C,45228679,HO,P,X,,93601 Melissa Mount,,,,South Davidborough,AZ,13639,,
1C,45228680,HO,P,X,,390 Burton Brooks,,,,Schwartzburgh,CA,4349,Vermilion,15.0
1C,45228682,HO,P,X,,57720 Breanna Road,,,,Joneschester,AR,22481,Piatt,13.0
1C,45228683,HO,P,X,,USS Duffy,,,,West Richard,MN,33504,Moultrie,15.0
1C,45228684,HO,P,X,,356 Marcus Path,,,,New Jeffreyborough,VT,17368,Clark,15.0
1C,45228685,HO,P,X,,"PSC 4814, Box 2384",,,,Lisatown,WI,75240,Crawford,15.0
1C,45228686,HO,P,X,,21139 Flores Knoll Suite 907,,,,APO AE 50522,AZ,28103,Champaign,15.0
1C,45228687,HO,P,X,,3847 Morales Shoals Apt. 064,,,,Susanbury,MD,33795,Champaign,15.0
1C,45228688,HO,P,X,,384 Clark Rapids Apt. 987,,,,Campbellview,DC,82344,Champaign,15.0
1C,45228689,HO,P,X,,766 Williams Dam Suite 110,,,,Lake Brandonton,NV,69720,Vermilion,15.0
1C,45228690,HO,P,X,,6076 Shepard Overpass Suite 607,,,,Danielleport,OH,54938,Cumberland,15.0
1C,45228691,HO,P,X,,8460 Moreno Alley,,,,Jonesville,TN,50488,Macon,13.0
1C,45228692,HO,P,X,,58571 Garcia Passage Suite 873,,,,North Melissa,NE,99654,Macon,13.0
1C,45228693,HO,P,X,,01279 Chambers Loop Suite 733,,,,South Whitneybury,NE,8528,Crawford,15.0
1C,45228694,HO,P,X,,0161 Heath Streets Suite 151,,,,South Olivia,RI,36497,Vermilion,15.0
1C,45228695,HO,P,X,,52840 Jackson Parkway Suite 073,,,,Smithmouth,ID,25041,Champaign,13.0
1C,45228696,HO,P,X,,9974 Walters Fall Apt. 387,,,,Huntfort,CA,81285,Vermilion,15.0
1C,45228698,HO,P,X,,67233 Nelson Isle Suite 752,,,,North Christopherside,NV,66202,Coles,15.0
1C,45228700,HO,P,X,,35820 Robertson Falls Suite 468,,,,Hernandezhaven,IA,16495,Champaign,13.0
1C,45228701,HO,P,X,,46692 Santiago Shore Apt. 198,,,,Aliceshire,MT,23093,Champaign,13.0
1C,45228703,HO,P,X,,414 Johns Drive Apt. 502,,,,East Chelsea,WV,65769,Clark,15.0
1C,45228704,HO,P,X,,395 Schaefer Expressway Apt. 977,,,,Tapiaport,CO,11895,Champaign,13.0
1C,45228705,HO,P,X,,953 Antonio Mountains,,,,East Rebeccaview,FL,48028,Champaign,15.0
1C,45228706,HO,P,X,,0242 Kayla Course,,,,West Chrisstad,WY,43849,,
1C,45228707,HO,P,X,,7393 Brooks Circle,,,,Lake Chris,MO,16064,Crawford,15.0
1C,45228708,HO,P,X,,603 Phillips Pass Suite 332,,,,Veronicaview,GA,36287,Crawford,15.0
1C,45228710,HO,P,X,,156 Alvarez Gateway Suite 866,,,,Lake Elizabethburgh,MS,73303,Coles,15.0
1C,45228712,HO,P,X,,635 Shelley Row Apt. 794,,,,North Erinmouth,KY,31090,Champaign,15.0
1C,45228713,HO,P,X,,082 Hernandez Motorway,304 E North St,,,East Donald,IN,54893,,
1C,45228714,HO,P,X,,688 Li Manor,,,,Nortonmouth,WY,85729,,
1C,45228715,HO,P,X,,96879 Matthews Forks,,,,Tamarafurt,CT,96746,Champaign,13.0
1C,45228717,HO,P,X,,09660 Alicia Key Suite 034,,,,Campbellview,OR,74361,McLean,18.0
1C,45228718,HO,P,X,,571 Johnson Shoal Suite 521,,,,Port Paulmouth,WV,89577,Champaign,13.0
1C,45228719,HO,P,X,,895 Castillo Harbors,,,,Burtonstad,MI,37630,Champaign,13.0
1C,45228720,HO,P,X,,58178 Norton Points,,,,Lake Noah,NH,55473,Champaign,13.0
1C,45228721,HO,P,X,,040 Murphy Mews Suite 904,,,,Pamelafort,NH,17823,Ford,16.0
1C,45228723,HO,P,X,,"PSC 1898, Box 5968",,,,Sampsonview,WV,6731,Champaign,13.0
1C,45228724,HO,P,X,,64629 Mckinney Camp Suite 191,,,,Port Timothy,MA,81041,Champaign,13.0
1C,45228725,HO,P,X,,62846 Alicia Fords Apt. 153,,,,Karenland,AZ,79393,Sangamon,13.0
1C,45228726,HO,P,X,,80701 Taylor Tunnel,,,,Cantuchester,OR,67958,Vermilion,15.0
1C,45228727,HO,P,X,,0369 Lonnie Inlet,,,,DPO AA 59069,TX,50713,,
1C,45228728,HO,P,X,,7473 Dean Path,,,,Port Teresa,SD,83364,Champaign,15.0
1C,45228729,HO,P,X,,8018 Kristin Rue Apt. 134,,,,Jacksonberg,KS,48886,Champaign,13.0
1C,45228730,HO,P,X,,9542 Mark Ranch,,,,Port Christopher,UT,6971,Coles,15.0
1C,45228731,HO,P,X,,7290 York Mill Apt. 152,,,,Melaniestad,DE,75894,McLean,18.0
1C,45228732,HO,P,X,,87332 Tammy Roads,,,,Leeville,AZ,6569,Clark,3.0
1C,45228734,HO,P,X,,103 Cindy Plaza,,,,New Tiffanyhaven,OR,91380,Champaign,13.0
1C,45228735,HO,P,X,,Unit 7833 Box 1922,,,,Lake Sarahtown,NM,11175,McLean,18.0
1C,45228737,HO,P,X,,2075 Anthony Vista Apt. 009,,,,Lake Davidmouth,ME,10652,Livingston,16.0
1C,45228738,HO,P,X,,5935 Lauren Shoal,,,,West Lisashire,CO,90491,Vermilion,15.0
1C,45228739,HO,P,X,,14456 Maynard Gateway,,,,South Ellen,KY,87874,Vermilion,15.0
1C,45228740,HO,P,X,,Unit 6062 Box 8564,,,,Waltonville,SC,92230,Champaign,15.0
1C,45228741,HO,P,X,,42326 Eric Path Apt. 481,,,,DPO AE 71595,ME,91882,Saline,15.0
